Individual,Species,Population,Site,Loc,Depth,V1,V2,V3,V4,V5,V6,Clusters,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4,Q.Clust5,Q.Clust6
KP0046_AC_SB10,AC,AC_SB10,SB10,SB,10,10.3715312,-7.652942,0.59001112,-0.025059992,0.296383468,0.328608267,1,0.928022,1e-05,1e-05,0.071938,1e-05,1e-05
KP0049_HU_SB10,HU,HU_SB10,SB10,SB,10,1.1679769,32.147139,0.37345402,4.224594828,-0.317603601,-0.123977567,3,1e-05,1e-05,0.979618,1e-05,1e-05,0.020342
KP0050_AC_SB10,AC,AC_SB10,SB10,SB,10,10.11529,-7.595161,1.51394349,-0.346248763,0.536099231,0.107154384,1,0.945864,1e-05,1e-05,0.054096,1e-05,1e-05
KP0055_AC_SB10,AC,AC_SB10,SB10,SB,10,16.4835034,-10.934216,0.54505375,0.119795473,-0.029599761,-0.184067491,1,0.85827,1e-05,1e-05,0.14169,1e-05,1e-05
KP0057_AC_SB10,AC,AC_SB10,SB10,SB,10,16.5626161,-10.632109,1.28755483,-0.100955022,0.063852622,0.012970179,1,0.955989,1e-05,1e-05,0.043971,1e-05,1e-05
KP0058_AC_SB10,AC,AC_SB10,SB10,SB,10,16.6198322,-10.798525,1.7920189,-0.115505976,0.040336884,0.068640679,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0060_AC_SB10,AC,AC_SB10,SB10,SB,10,9.4581229,-7.155784,0.68625053,-0.145163949,0.403695688,0.165729221,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0061_AC_SB10,AC,AC_SB10,SB10,SB,10,16.5364746,-10.669771,0.48515934,-0.099790188,-0.083934157,0.119707506,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0072_AC_SB10,AC,AC_SB10,SB10,SB,10,16.5636782,-10.523016,0.73636941,-0.057977104,-0.041994574,-0.180265538,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0073_HU_SB10,HU,HU_SB10,SB10,SB,10,0.6634528,28.548858,0.40996466,3.659243962,-0.246939087,-0.196371792,3,1e-05,1e-05,0.791459,1e-05,1e-05,0.208501
KP0074_AC_SB10,AC,AC_SB10,SB10,SB,10,16.4097962,-10.583369,1.08953769,-0.02041952,0.007493587,0.064328702,1,0.916299,1e-05,1e-05,0.083661,1e-05,1e-05
KP0081_AC_SB10,AC,AC_SB10,SB10,SB,10,16.4222979,-10.538149,1.79365539,0.06731678,-0.083954456,-0.211670258,1,0.944359,1e-05,1e-05,0.055592,1e-05,2e-05
KP0084_AC_SB10,AC,AC_SB10,SB10,SB,10,1.1481632,35.100534,-1.08231355,-11.25830203,1.078810454,-1.334843629,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0086_LM_SB10,LM,LM_SB10,SB10,SB,10,-51.5195005,-8.960102,0.21904668,-0.486468776,-4.677179361,-0.092115243,2,1e-05,0.91585,1e-05,1e-05,0.08411,1e-05
KP0089_AC_SB10,AC,AC_SB10,SB10,SB,10,13.6342142,-9.157534,1.02298155,-0.261907392,0.421252285,0.232135219,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0090_AC_SB10,AC,AC_SB10,SB10,SB,10,1.4142006,34.139241,0.33667649,3.812701095,-0.407303724,0.625218241,3,1e-05,1e-05,0.877795,1e-05,1e-05,0.122165
KP0091_AC_SB10,AC,AC_SB10,SB10,SB,10,1.180684,34.684376,-1.44078102,-11.40255026,0.740253074,-1.783796883,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0093_AC_SB10,AC,AC_SB10,SB10,SB,10,1.2633128,36.639521,0.46556317,4.65846544,-0.383388246,-0.570261119,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0095_AC_SB10,AC,AC_SB10,SB10,SB,10,14.418627,-9.44043,1.32852714,-0.237872123,0.041981113,0.237648486,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0096_AC_SB10,AC,AC_SB10,SB10,SB,10,-50.1687958,-8.730612,-0.53652143,1.002038616,10.06155748,-0.087544048,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP0099_AC_SB10,AC,AC_SB10,SB10,SB,10,1.580668,34.274448,0.83051439,5.003275931,-0.38855723,-2.586875923,3,1e-05,1e-05,0.984847,1e-05,1e-05,0.015113
KP0100_AC_SB10,AC,AC_SB10,SB10,SB,10,16.1842319,-10.570107,0.81499167,-0.099288873,-0.018071165,0.105466687,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0101_AC_SB10,AC,AC_SB10,SB10,SB,10,16.5040512,-10.641488,1.0737706,0.095395144,0.092640262,-0.027329654,1,0.994004,1e-05,1e-05,0.005956,1e-05,1e-05
KP0102_AC_SB10,AC,AC_SB10,SB10,SB,10,16.5977167,-10.633625,0.97433537,-0.102621854,0.080025726,0.10881524,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0104_AC_SB10,AC,AC_SB10,SB10,SB,10,15.508559,-9.973802,1.10468514,0.049178073,0.245675339,-0.018486314,1,0.951191,1e-05,1e-05,0.048769,1e-05,1e-05
KP0108_AC_SB10,AC,AC_SB10,SB10,SB,10,-48.9715898,-8.694741,0.05596495,-0.651249854,-5.080984285,0.130175956,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0109_LM_SB10,LM,LM_SB10,SB10,SB,10,13.0171257,-8.834027,1.19877379,-0.289525651,0.379995877,-0.057626307,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0111_AC_SB10,AC,AC_SB10,SB10,SB,10,1.2343846,37.724749,0.89911712,6.65235952,-0.637671953,-3.093702752,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0112_AC_SB10,AC,AC_SB10,SB10,SB,10,16.3116317,-10.511196,1.41278057,0.057307102,0.13140963,0.058145743,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0116_AC_SB10,AC,AC_SB10,SB10,SB,10,15.2808239,-9.834832,0.45290921,-0.037188898,0.167452697,0.096779681,1,0.890232,1e-05,1e-05,0.109728,1e-05,1e-05
KP0120_AC_SB10,AC,AC_SB10,SB10,SB,10,16.4082754,-10.615107,0.79427667,-0.157972076,0.037208734,0.07344412,1,0.976343,1e-05,1e-05,0.023617,1e-05,1e-05
KP0121_AC_SB10,AC,AC_SB10,SB10,SB,10,13.9216019,-9.522656,0.86590197,-0.046649842,0.031398649,0.232210439,1,0.922274,1e-05,1e-05,0.077686,1e-05,1e-05
KP0122_AC_SB10,AC,AC_SB10,SB10,SB,10,12.9213035,-9.228712,1.07848317,-0.101853848,0.109510013,0.351060628,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0123_AC_SB10,AC,AC_SB10,SB10,SB,10,16.1179567,-10.690799,0.41877366,0.072703194,-0.099961331,0.037399736,1,0.926672,1e-05,1e-05,0.073288,1e-05,1e-05
KP0125_AC_SB10,AC,AC_SB10,SB10,SB,10,15.1346456,-9.854113,0.89730958,-0.147716998,-0.068726767,0.296465148,1,0.951396,1e-05,1e-05,0.048564,1e-05,1e-05
KP0127_AC_SB10,AC,AC_SB10,SB10,SB,10,15.4157822,-10.126852,1.32294191,-0.233382867,0.243898143,0.035935063,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0129_AC_SB10,AC,AC_SB10,SB10,SB,10,10.3273655,-7.45391,0.73937996,-0.010620234,-0.020893373,0.480224718,1,0.962594,1e-05,1e-05,0.037366,1e-05,1e-05
KP0130_AC_SB05,AC,AC_SB05,SB05,SB,5,1.0771627,35.620132,-0.85851973,-10.29537124,0.986574726,-0.778485334,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0131_HU_SB05,HU,HU_SB05,SB05,SB,5,13.29415,-9.386141,1.10763205,0.006743487,0.086347809,0.171126926,1,0.921259,1e-05,1e-05,0.078701,1e-05,1e-05
KP0132_HU_SB05,HU,HU_SB05,SB05,SB,5,1.1379517,32.390947,-1.48099625,-10.89012747,0.860286007,-2.131507194,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0134_HU_SB05,HU,HU_SB05,SB05,SB,5,1.2092294,33.401898,0.5072811,4.98023625,-0.32111849,-2.258762721,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0135_HU_SB05,HU,HU_SB05,SB05,SB,5,1.4518824,35.645095,-1.27819586,-11.29779154,1.025086663,-1.061044796,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0138_HU_SB05,HU,HU_SB05,SB05,SB,5,1.1229787,34.836027,0.33206017,-0.67783319,-0.052157591,7.346433681,7,1e-05,1e-05,0.761669,1e-05,1e-05,0.238291
KP0140_HU_SB05,HU,HU_SB05,SB05,SB,5,1.5030484,35.192472,-1.12633917,-11.59206061,0.935956541,-2.577507126,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0142_HU_SB05,HU,HU_SB05,SB05,SB,5,1.3162491,36.156428,-1.24396995,-11.25535656,0.922607629,-1.501892726,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0143_HU_SB05,HU,HU_SB05,SB05,SB,5,0.9521974,35.130408,0.24426983,0.669351825,-0.189608782,6.416341801,7,1e-05,1e-05,0.638929,1e-05,1e-05,0.361031
KP0145_HU_SB05,HU,HU_SB05,SB05,SB,5,1.2843172,36.025852,-1.16648587,-11.03880114,0.925818181,-1.669512804,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0146_HU_SB05,HU,HU_SB05,SB05,SB,5,1.1380698,34.02487,-1.22364113,-11.79715586,0.919751288,-1.502278562,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0147_HU_SB05,HU,HU_SB05,SB05,SB,5,1.2742131,35.670995,-1.05692053,-11.23435913,0.90063328,-0.971137694,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0149_HU_SB05,HU,HU_SB05,SB05,SB,5,1.3126663,35.456646,-1.08798461,-11.54091067,0.89779038,-1.613891803,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0152_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.4346229,-10.384698,1.20345635,-0.073787479,-0.028833878,-0.039621578,1,0.945966,1e-05,1e-05,0.053994,1e-05,1e-05
KP0153_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.4580241,-10.793921,1.04513747,-0.203430877,0.023248048,0.0256685,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0158_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.5433036,-10.836215,1.00265444,-0.178597319,-0.038726041,0.055221947,1,0.96962,1e-05,1e-05,0.03034,1e-05,1e-05
KP0167_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.5678307,-10.714387,0.856715,-0.127702392,-0.091052911,0.175485725,1,0.937229,1e-05,1e-05,0.059146,1e-05,0.003594
KP0168_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.4292278,-10.870443,0.48788556,-0.043244829,0.029354511,-0.021972478,1,0.901543,1e-05,1e-05,0.098417,1e-05,1e-05
KP0176_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.452055,-10.503969,0.59546538,0.02285626,0.007106538,-0.190996626,1,0.986992,1e-05,1e-05,0.012968,1e-05,1e-05
KP0181_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,15.4890549,-10.116441,1.12928739,0.041747144,0.143391275,-0.019456392,1,0.968676,1e-05,1e-05,0.031284,1e-05,1e-05
KP0184_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,1.2464793,37.47815,0.8088711,5.980160023,-0.60304183,-2.636712463,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0186_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,-50.6683077,-9.049714,0.45506231,-0.457436465,-6.446533857,0.067202712,2,1e-05,0.928021,1e-05,1e-05,0.07193,1.9e-05
KP0187_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.6466956,-10.864233,1.59903203,-0.16658889,0.053100093,-0.010371829,1,0.983459,1e-05,1e-05,0.016501,1e-05,1e-05
KP0189_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.4397004,-10.93022,1.3790667,-0.013893143,-0.135350501,-0.064914399,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0190_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.769196,-10.953754,0.97950496,-0.118962542,0.050303643,-0.233098704,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0192_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,-49.9692914,-8.969118,0.41404077,-0.379309776,-4.240948003,-0.100241437,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0197_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.6774304,-10.680122,0.01650346,-0.229641076,-0.131992643,0.155531249,1,0.944015,1e-05,1e-05,0.055945,1e-05,1e-05
KP0202_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,16.2355809,-10.435599,0.1692566,0.006498809,0.035835829,0.062968195,1,0.999943,1e-05,1e-05,1e-05,1.3e-05,1.4e-05
KP0203_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,-51.3660945,-9.279796,0.10951401,-0.383313728,-5.117378997,-0.122540388,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0207_LM_SQ12,LM,LM_SQ12,SQ12,SQ,12,-51.2994018,-9.283972,0.35098608,-0.362331472,-4.12088391,0.150014268,2,1e-05,0.97107,1e-05,1e-05,0.02889,1e-05
KP0209_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,15.5277973,-9.864285,0.89807567,0.018959532,0.217672729,-0.01598005,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0211_AC_SQ12,AC,AC_SQ12,SQ12,SQ,12,1.2239523,35.723467,0.93193757,5.216847597,-0.477749611,-2.275973836,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0214_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.4520858,-10.671718,0.9368123,0.028691717,0.066100983,-0.026023538,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0218_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,15.0747332,-8.950895,-13.46477538,1.298193712,-0.959677359,0.155724772,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
KP0220_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.4035993,-10.769145,0.11552369,-0.050966639,-0.223432702,0.021817865,1,0.944753,1e-05,1e-05,0.055207,1e-05,1e-05
KP0222_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.0350784,-10.248314,1.07360253,-0.156234509,-0.02301009,0.016366215,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0225_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.4890467,-10.762145,1.0258123,0.067112018,0.124007017,-0.047070582,1,0.981853,1e-05,1e-05,0.018107,1e-05,1e-05
KP0229_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.3687453,-10.30274,0.6201111,-0.208327284,0.000920875,0.045645331,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0235_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,9.9438148,-6.587951,-9.09468236,0.981305863,-0.379419337,0.14168731,4,0.098282,1e-05,1e-05,0.901678,1e-05,1e-05
KP0236_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,14.8127252,-9.785148,1.43227271,0.07720032,-0.115654942,0.334660803,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0237_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.0199507,-10.334152,1.22202403,-0.137031332,0.062428168,0.26084,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0241_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,15.5488737,-9.53733,-14.21669581,1.36606815,-1.047021328,0.002354208,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
KP0242_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.3908946,-10.414377,0.14646781,0.083326076,-0.19316116,-0.085229591,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0243_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,14.5695685,-8.942877,-14.07552252,1.487137768,-0.970123247,0.182257166,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
KP0247_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,14.7562349,-9.097892,-13.09994408,1.339030696,-0.866560437,0.218997479,4,1e-05,1e-05,1e-05,0.99994,1e-05,2e-05
KP0249_LM_SQ20,LM,LM_SQ20,SQ20,SQ,20,-50.9088894,-9.167018,0.37498065,-0.473959952,-4.260626676,0.075287959,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0251_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.7104789,-10.659447,0.24977814,-0.083990826,-0.039229173,0.007520483,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0252_LM_SQ20,LM,LM_SQ20,SQ20,SQ,20,-51.1299409,-9.030908,0.3414891,-0.265793315,-3.219345937,0.029639633,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0254_LM_SQ20,LM,LM_SQ20,SQ20,SQ,20,-50.9668827,-8.806723,-0.73041527,0.994796969,10.12793439,0.170631332,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP0255_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,15.3906069,-9.433565,-14.00376901,1.453171247,-0.944654045,0.047290878,4,1e-05,1e-05,1e-05,0.999943,1e-05,1.7e-05
KP0259_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,15.7439342,-9.423054,-13.64618377,1.38459919,-0.990725796,-0.068596952,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
KP0261_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,15.9155748,-10.462441,0.9787491,-0.127493306,-0.117121431,0.209107615,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0269_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.7093913,-10.77717,0.70940822,-0.114343314,0.034881723,0.139319898,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0275_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.2850495,-10.606526,0.52553684,0.127533516,-0.038194474,-0.016947291,1,0.982399,1e-05,1e-05,0.015473,0.002098,1e-05
KP0279_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.0177116,-10.327292,0.69022695,0.063109089,-0.153461934,0.145171917,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0282_LM_SQ20,LM,LM_SQ20,SQ20,SQ,20,-48.4230225,-8.864137,0.22996898,-0.407423068,-5.900189425,-0.262145318,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0283_AC_SQ20,AC,AC_SQ20,SQ20,SQ,20,16.4098217,-10.444223,0.97206357,-0.103284638,0.135114981,0.204934933,1,0.999947,1e-05,1e-05,1e-05,1e-05,1.3e-05
KP0285_LM_SQ20,LM,LM_SQ20,SQ20,SQ,20,-47.2616041,-8.318426,-0.89115933,0.97187697,9.599697203,0.155957662,5,1e-05,0.012883,1e-05,1e-05,0.987077,1e-05
KP0289_AC_WP20,AC,AC_WP20,WP20,WP,20,15.2527826,-10.170865,1.69133874,-0.008747529,0.272144511,-0.1906354,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0290_LM_WP20,LM,LM_WP20,WP20,WP,20,-51.2992686,-9.210589,0.52674078,-0.587285171,-4.458916697,0.232348746,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0291_AC_WP20,AC,AC_WP20,WP20,WP,20,15.2293156,-9.409524,0.27768068,-0.162988497,0.138745738,-0.03233984,1,0.958237,1e-05,1e-05,0.041723,1e-05,1.1e-05
KP0292_AC_WP20,AC,AC_WP20,WP20,WP,20,13.4877045,-9.225386,0.8698004,-0.194757534,0.23355361,0.044628422,1,0.936771,1e-05,1e-05,0.063181,1e-05,1.8e-05
KP0293_LM_WP20,LM,LM_WP20,WP20,WP,20,-51.3340352,-9.04239,0.1773974,-0.32090004,-5.009820479,-0.148705863,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0294_AC_WP20,AC,AC_WP20,WP20,WP,20,15.9458492,-10.322567,1.22682596,-0.198892225,0.127483216,-0.079538097,1,0.99111,1e-05,1e-05,0.00885,1e-05,1e-05
KP0296_AC_WP20,AC,AC_WP20,WP20,WP,20,16.1509856,-10.326495,1.64316429,0.046992578,-0.006852098,-0.108287734,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0301_AC_WP20,AC,AC_WP20,WP20,WP,20,15.89582,-10.400184,1.76195302,-0.095938188,0.166148728,-0.158268388,1,0.909263,1e-05,1e-05,0.090687,1.5e-05,1.5e-05
KP0304_AC_WP20,AC,AC_WP20,WP20,WP,20,16.7236085,-10.716389,1.56347556,-0.094385983,0.125139091,-0.24424577,1,0.957501,1e-05,1e-05,0.04245,1e-05,1.8e-05
KP0305_AC_WP20,AC,AC_WP20,WP20,WP,20,16.7817601,-10.665544,1.5045671,-0.030814991,0.04525676,-0.175749548,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0308_LM_WP20,LM,LM_WP20,WP20,WP,20,-49.6222955,-9.032461,0.67754825,-0.480522401,-4.252393584,-0.298514587,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP0311_AC_WP20,AC,AC_WP20,WP20,WP,20,15.3537429,-9.05866,-14.18530758,1.399476628,-1.092552822,-0.044621231,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
